Day,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio,Day
2020-12-19,0.25599967556168385,0.27815551984176046,0.3274967583808842,0.20122282709880177,0.2559996755616839,0.9033438583097428,2020-12-19
2020-12-20,0.25949063184362076,0.28099888737792067,0.3331615856392359,0.18743809530902078,0.25949063184362076,0.8954334567478961,2020-12-20
2020-12-21,0.2635444886041042,0.28544937569538886,0.3375198019872442,0.18297723396808138,0.2635444886041042,0.9010707103679119,2020-12-21
2020-12-22,0.26750912482764216,0.2882927432315491,0.3419150247444779,0.17800996432800364,0.2675091248276422,0.8873813499785683,2020-12-22
2020-12-23,0.2709011274231487,0.2913833601186797,0.34604550934340667,0.17178412112094968,0.27090112742314887,0.8841248338215495,2020-12-23
2020-12-24,0.27367020845161816,0.2949684757077513,0.34937323952683036,0.1668689817469597,0.27367020845161816,0.8947671355942806,2020-12-24
2020-12-25,0.27629167004623245,0.2986772159723081,0.3519579948788823,0.16515613014693287,0.27629167004623245,0.9086336447418031,2020-12-25
2020-12-26,0.27799497120609945,0.30090246013104216,0.3552871483857377,0.1554226647502588,0.27799497120609973,0.9152763925063034,2020-12-26
2020-12-27,0.2805742558196123,0.30448757572011376,0.3593621233708284,0.1457264352579331,0.2805742558196124,0.9278944870502421,2020-12-27
2020-12-28,0.2834974450482602,0.30696006922981833,0.36298732815148715,0.14002934189262656,0.28349744504826024,0.9225760428931338,2020-12-28
2020-12-29,0.2861659501987185,0.30980343676597855,0.36663245946019035,0.13303643905599535,0.2861659501987186,0.9249075464268586,2020-12-29
2020-12-30,0.2888814989050207,0.31153418222277174,0.3697936608020997,0.12885857058810388,0.2888814989050208,0.913195332191453,2020-12-30
2020-12-31,0.291196366290859,0.313883051056991,0.37222469722352297,0.12662441632719934,0.291196366290859,0.9138260343379878,2020-12-31
2021-01-01,0.2932581717900884,0.3159846705402398,0.37405082118645394,0.12640844808197857,0.2932581717900885,0.9144968278858769,2021-01-01
2021-01-02,0.294723010787574,0.3191989121028558,0.3771138132115728,0.11691329247313428,0.2947230107875741,0.9355261031291855,2021-01-02
2021-01-03,0.2972211858220456,0.32241315366547163,0.3806706984675077,0.10957781931649774,0.2972211858220457,0.9441551521659823,2021-01-03
2021-01-04,0.2998540027577257,0.32439114847323525,0.3841493009346965,0.1033445289285741,0.2998540027577258,0.9364967444468046,2021-01-04
2021-01-05,0.3022418687647011,0.32698726665842504,0.3871254702304788,0.09857833317197776,0.30224186876470116,0.9390553390757264,2021-01-05
2021-01-06,0.3047611322897234,0.32884163679070344,0.38955508332847033,0.09731975960500153,0.30476113228972346,0.9313783330698815,2021-01-06
2021-01-07,0.30673209506042665,0.3304487575720114,0.3918551739941729,0.09423662672495328,0.30673209506042654,0.927248661952393,2021-01-07
2021-01-08,0.3085035282666883,0.3330448757572012,0.3933496635975069,0.0943930175232166,0.3085035282666885,0.936937482314768,2021-01-08
2021-01-09,0.3097947927650256,0.3355173692669057,0.3956127478539841,0.08833101229529561,0.30979479276502564,0.950674318112724,2021-01-09
2021-01-10,0.31182253224105766,0.3373717393991841,0.3981775766779916,0.08410846074218606,0.3118225322410577,0.9487083127499876,2021-01-10
2021-01-11,0.314192554140644,0.33972060823340344,0.40051894372321484,0.08259668302564066,0.31419255414064406,0.9485138708336365,2021-01-11
2021-01-12,0.31610025143969506,0.3438002225244159,0.40290158714795876,0.07864222998383963,0.3161002514396951,0.9733904807496412,2021-01-12
2021-01-13,0.31792035039338146,0.3456545926566943,0.4049326696850612,0.07625913210554144,0.3179203503933815,0.9737287984885254,2021-01-13
2021-01-14,0.3196642063427691,0.3476325874644579,0.40674171376681123,0.07468032976116892,0.31966420634276904,0.9763364693623631,2021-01-14
2021-01-15,0.32097493714007624,0.3493633329212511,0.40802697482567846,0.07386858704637361,0.3209749371400762,0.9810484778093631,2021-01-15
2021-01-16,0.32212020439613914,0.3513413277290147,0.4102188929105683,0.0675384833071441,0.3221202043961392,0.9904086743217864,2021-01-16
2021-01-17,0.3236726417389894,0.3523303251328965,0.4125289468402931,0.06251908340097856,0.32367264173898935,0.9839652693515895,2021-01-17
2021-01-18,0.32534349906723986,0.35331932253677845,0.41462407893182424,0.05916785200962176,0.3253434990672399,0.976226902108337,2021-01-18
2021-01-19,0.326775894233109,0.3554209420200273,0.4168345002213268,0.054051638752150376,0.32677589423310904,0.9836724194952318,2021-01-19
2021-01-20,0.3283623975991565,0.3575225615032761,0.418563838190899,0.05216005481125121,0.3283623975991564,0.9893465332080904,2021-01-20
2021-01-21,0.32962121826587726,0.35888243293361355,0.42011810737836636,0.049724826666865264,0.3296212182658774,0.9903976496837474,2021-01-21
2021-01-22,0.33080541811988,0.3599950550129807,0.42125107283003665,0.04916628810163912,0.33080541811988007,0.9895303516867173,2021-01-22
2021-01-23,0.331791710601022,0.3612313017678329,0.42303022711972,0.04431072617460661,0.33179171060102197,0.9922439547780835,2021-01-23
2021-01-24,0.33330683753751317,0.3620966744962295,0.42510970265350184,0.04033393159019653,0.33330683753751333,0.9849624962883228,2021-01-24
2021-01-25,0.3346775894233109,0.3639510446285079,0.42678353100923594,0.037757207009286635,0.33467758942331094,0.9902273520527256,2021-01-25
2021-01-26,0.3362073160840295,0.36506366670787493,0.4283804998996557,0.03635713700578646,0.33620731608402954,0.9855494093637365,2021-01-26
2021-01-27,0.3376186227593479,0.3667944121646681,0.42991057258878335,0.03472620439532615,0.33761862275934795,0.9889807236759127,2021-01-27
2021-01-28,0.33933490145186146,0.3676597848930647,0.43106061792163464,0.036535869346658825,0.3393349014518614,0.9795819932502257,2021-01-28
2021-01-29,0.3407364749776948,0.3691432809988874,0.4320654842644478,0.03762315775363236,0.3407364749776949,0.9804201510872561,2021-01-29
2021-01-30,0.34177629978100416,0.3719866485350477,0.43342760478862935,0.03509856343881024,0.3417762997810042,1.0,2021-01-30
2021-01-31,0.3436921080379593,0.37347014464087036,0.4348936279233284,0.03613372157969601,0.34369210803795935,0.995165134917932,2021-01-31
2021-02-01,0.34565009327601587,0.3747063913957226,0.43615042251356073,0.038472136372776085,0.34565009327601603,0.9872366178413765,2021-02-01
2021-02-02,0.34748641414551057,0.3756953887996044,0.4375424328298089,0.03955942477974963,0.3474864141455105,0.9780191569748915,2021-02-02
2021-02-03,0.34956281936896744,0.37693163555445675,0.43864693181284437,0.04323833212937243,0.3495628193689676,0.9689372427282237,2021-02-03
2021-02-04,0.35166193527455597,0.378167882309309,0.4396859579180194,0.04736407033117613,0.351661935274556,0.9596828189162707,2021-02-04
2021-02-05,0.35364425338632494,0.3791568797131908,0.4405513385645214,0.0518770619382033,0.35364425338632477,0.9491103808205654,2021-02-05
2021-02-06,0.35504744910373914,0.3800222524415874,0.44188072264977274,0.05131107619210749,0.3550474491037392,0.9434278109433061,2021-02-06
2021-02-07,0.35715467596723177,0.3812584991964396,0.4430834309495987,0.05461762449824619,0.3571546759672318,0.9342798544417281,2021-02-07
2021-02-08,0.359888068780923,0.382000247249351,0.4444256249457358,0.06009874961833198,0.35988806878092305,0.9134527401364014,2021-02-08
2021-02-09,0.3622937788952875,0.38323649400420334,0.4456639163313554,0.0645893996827501,0.3622937788952876,0.9014042384967782,2021-02-09
2021-02-10,0.3653029442777192,0.38521448881196696,0.44716979252214334,0.07040564794197157,0.36530294427771937,0.8909773180283764,2021-02-10
2021-02-11,0.3682342444642713,0.3864507355668192,0.44839954396717246,0.07735386769338468,0.3682342444642711,0.8737740897011701,2021-02-11
2021-02-12,0.370795684970395,0.38793423167264196,0.4493118942869221,0.08424995717871,0.37079568497039506,0.8630483152290429,2021-02-12
2021-02-13,0.3728072025306189,0.3892941031029794,0.45099283925981487,0.08460742186045472,0.37280720253061894,0.85669668671206,2021-02-13
2021-02-14,0.37677670532889934,0.39065397453331696,0.4527107906419331,0.09376000714929364,0.3767767053288994,0.8307890010930272,2021-02-14
2021-02-15,0.38052721226376834,0.392879218692051,0.4543219927666703,0.10241363131986386,0.3805272122637684,0.8161760135708453,2021-02-15
2021-02-16,0.38483737529402223,0.39510446285078504,0.456143846759306,0.11253435012176141,0.3848373752940223,0.7962789664915313,2021-02-16
2021-02-17,0.38952064238786605,0.3965879589566078,0.4579856272799862,0.1243083430767283,0.3895206423878661,0.7656738664906344,2021-02-17
2021-02-18,0.3921777921972585,0.39770058103597483,0.45972492851358066,0.12733934569068878,0.39217779219725857,0.751220606738352,2021-02-18
2021-02-19,0.3935842322978344,0.39967857584373845,0.4609561032820415,0.12723508515851326,0.39358423229783457,0.7573872262910264,2021-02-19
2021-02-20,0.39715305377565097,0.40153294597601685,0.46280500041988043,0.13383328740905132,0.397153053775651,0.7417363498693437,2021-02-20
2021-02-21,0.4035071781977451,0.4028928174063544,0.4652033004023735,0.15037347612061455,0.4035071781977453,0.6954237188625783,2021-02-21
2021-02-22,0.4108881498905021,0.404870812214118,0.46731408905165384,0.17309482495401365,0.41088814989050204,0.6466963692694359,2021-02-22
2021-02-23,0.41760240084353967,0.4072196810483373,0.4699543540175439,0.18996268962384288,0.4176024008435396,0.6086332318576533,2021-02-23
2021-02-24,0.4241300997647823,0.4099394239090123,0.4725262994587101,0.2063092516327944,0.424130099764782,0.5765352567584214,2021-02-24
2021-02-25,0.43033822694460216,0.4119174187167759,0.47477372715743804,0.22293135933392413,0.4303382269446022,0.5409681192793414,2021-02-25
2021-02-26,0.436249493065131,0.4147607862529361,0.47653864821280395,0.24066309698463648,0.43624949306513106,0.5166205672072213,2021-02-26
2021-02-27,0.4404412361099846,0.41785140314006686,0.480021520650288,0.2414971812420408,0.44044123610998465,0.5094829697295227,2021-02-27
2021-02-28,0.4478935842322978,0.4210656447026827,0.4833122444244863,0.25829802128404294,0.44789358423229797,0.47636536344293035,2021-02-28
2021-03-01,0.4577370427447482,0.42427988626529856,0.48709401478263714,0.2835067285279158,0.45773704274474825,0.42459540560642406,2021-03-01
2021-03-02,0.466049152404899,0.42786500185437015,0.49120314953008976,0.29995010388817317,0.46604915240489897,0.38976647800497766,2021-03-02
2021-03-03,0.47470354448860413,0.43243911484732356,0.49353455331129076,0.3272067858712085,0.4747035444886041,0.36174749538058215,2021-03-03
2021-03-04,0.4840035688214778,0.4373841018667327,0.4947685747266151,0.36314688074829277,0.484003568821478,0.33269851908217785,2021-03-04
2021-03-05,0.49143969502798285,0.4409692174558042,0.4978998862764578,0.38068499169639336,0.4914396950279828,0.30691813980606053,2021-03-05
2021-03-06,0.4970865439208371,0.4456669551242428,0.5034750441586094,0.3771550279641642,0.4970865439208373,0.3043237865422581,2021-03-06
2021-03-07,0.5073095952632005,0.4499938187662258,0.5099511657730567,0.38994183751740785,0.5073095952632006,0.26512400565237915,2021-03-07
2021-03-08,0.5193349014518616,0.4564223018914576,0.5158423014570561,0.41393665427952253,0.5193349014518616,0.23136896440419985,2021-03-08
2021-03-09,0.5308070403114609,0.463716157745086,0.5215697549464047,0.4361962778990014,0.5308070403114609,0.20952500036642352,2021-03-09
2021-03-10,0.5415929921323708,0.47113363827419963,0.5270168137196991,0.45676539146106243,0.5415929921323711,0.19403525587708081,2021-03-10
2021-03-11,0.5550571822532242,0.4789219928297689,0.532203404304984,0.4909702931955109,0.5550571822532244,0.16393064846777872,2021-03-11
2021-03-12,0.5675561683834862,0.48572134998145633,0.5358812720526174,0.5286977114813188,0.5675561683834862,0.1336636121003485,2021-03-12
2021-03-13,0.5742785302944278,0.49326245518605516,0.5424200198980615,0.5248922020569114,0.5742785302944279,0.14714105655272647,2021-03-13
2021-03-14,0.5873420390948172,0.500803560390654,0.5510567464819003,0.5392205780501792,0.5873420390948171,0.11982754722690192,2021-03-14
2021-03-15,0.6026182172114527,0.5109407837804426,0.5583498557461701,0.5705806566924091,0.6026182172114526,0.09864054320178273,2021-03-15
2021-03-16,0.6170719441966097,0.5194708863889232,0.5659432862545386,0.5966904728215134,0.6170719441966099,0.071744463727069,2021-03-16
2021-03-17,0.6325395409197827,0.526393868216096,0.5741031994887421,0.6245876123593415,0.6325395409197827,0.028536200490594688,2021-03-17
2021-03-18,0.6474507259307325,0.5355420942020028,0.5806277140998688,0.6583531304224787,0.6474507259307326,0.005452484403805968,2021-03-18
2021-03-19,0.6593803228161246,0.5446903201879095,0.585582302965779,0.6866449705463997,0.6593803228161247,0.0,2021-03-19
2021-03-20,0.6678238299943224,0.5554456669551243,0.5945520872326464,0.6778275083966965,0.6678238299943224,0.025030432508919453,2021-03-20
2021-03-21,0.6820812717981994,0.5663246383978243,0.6051031838321844,0.6874194773568466,0.6820812717981996,0.018003195376445902,2021-03-21
2021-03-22,0.6971173655608727,0.579799728025714,0.6151689271414967,0.7029691910127421,0.6971173655608729,0.023860098381235595,2021-03-22
2021-03-23,0.7117219563630466,0.5911731981703549,0.6246326046391804,0.7198147141399623,0.7117219563630466,0.018387582302765715,2021-03-23
2021-03-24,0.7265325654959851,0.6040301644208185,0.6364461891226776,0.7252213674513514,0.7265325654959852,0.021345484099879464,2021-03-24
2021-03-25,0.7402125070970882,0.6158981332674003,0.6474128961642857,0.7299279857609903,0.7402125070970883,0.02394722519941883,2021-03-25
2021-03-26,0.750665909643929,0.6278897267894672,0.6533111484654438,0.7463341252168992,0.7506659096439292,0.04380971478592066,2021-03-26
2021-03-27,0.7578019304079813,0.6400049449870194,0.6647731720612996,0.7183923025938531,0.7578019304079815,0.08103180732784843,2021-03-27
2021-03-28,0.7694541325330522,0.650142168376808,0.6781766088180579,0.7011446316996701,0.7694541325330523,0.0826234319656649,2021-03-28
2021-03-29,0.7823343336848083,0.6621337618988751,0.6908584205949206,0.6931984897117197,0.7823343336848084,0.08900142930654642,2021-03-29
2021-03-30,0.7949079406277881,0.6740017307454569,0.704429809516625,0.679197789676718,0.7949079406277881,0.09601382497955235,2021-03-30
2021-03-31,0.8055657393138129,0.687724069724317,0.7175129985012404,0.6588446443598777,0.8055657393138131,0.12303874657905212,2021-03-31
2021-04-01,0.8160807851407252,0.6978612931141056,0.7279801190183053,0.6517400338102012,0.8160807851407254,0.12963927673585207,2021-04-01
2021-04-02,0.823825127747587,0.710100135987143,0.7353885174805467,0.6477930279492699,0.8238251277475875,0.1615647190245042,2021-04-02
2021-04-03,0.8303820261172845,0.7213499814562987,0.7478981071221681,0.6117635669017494,0.8303820261172851,0.19323177432270455,2021-04-03
2021-04-04,0.8401670857328252,0.7301273334157499,0.7610908920110279,0.587128292584842,0.8401670857328253,0.1948878060229431,2021-04-04
2021-04-05,0.8507713520966826,0.7402645568055385,0.773905072867043,0.5681528757288928,0.850771352096683,0.20011059650681506,2021-04-05
2021-04-06,0.860512612539541,0.7526270243540611,0.78690001579889,0.5441357174241691,0.8605126125395411,0.22155973790164296,2021-04-06
2021-04-07,0.8689999188904212,0.7632587464457906,0.7989029022988096,0.5196568339055251,0.8689999188904208,0.2391661254052746,2021-04-07
2021-04-08,0.8767458836888637,0.7751267152923724,0.808074798492985,0.5065125596705368,0.8767458836888639,0.26669231492232637,2021-04-08
2021-04-09,0.8829004785465164,0.7851403140066758,0.8143359982692386,0.501403793593935,0.8829004785465165,0.29141708679765976,2021-04-09
2021-04-10,0.8880022710682132,0.7928050438867599,0.8245597304794748,0.47087035202823974,0.8880022710682133,0.30829596164416273,2021-04-10
2021-04-11,0.893420390948171,0.8008406477932997,0.8358609185275434,0.43612925327117424,0.8934203909481712,0.3254913093405163,2021-04-11
2021-04-12,0.8992035039338147,0.8109778711830882,0.8468930984470117,0.4043446853193724,0.8992035039338145,0.35191586814216436,2021-04-12
2021-04-13,0.9037294184443183,0.8211150945728768,0.8562443333935873,0.37558367280066135,0.9037294184443184,0.3840185648263752,2021-04-13
2021-04-14,0.9103560710519913,0.8272963283471382,0.8654703158781691,0.35736042121255,0.9103560710519915,0.3851577282273242,2021-04-14
2021-04-15,0.9151626247059779,0.835950055631104,0.8722652619413277,0.3433522739966786,0.9151626247059778,0.4077328551516697,2021-04-15
2021-04-16,0.9195944521047936,0.8433675361602176,0.8780183352524477,0.33314963620521454,0.9195944521047937,0.425455907516044,2021-04-16
2021-04-17,0.9221834698677915,0.8509086413648165,0.8866038221927435,0.2996596638342556,0.9221834698677916,0.45237453092412583,2021-04-17
2021-04-18,0.9262503041609216,0.859315119297812,0.8959080874660714,0.26914111663029966,0.9262503041609217,0.4766414107296555,2021-04-18
2021-04-19,0.931942574418039,0.8669798491778961,0.9044551446737101,0.25009122796565364,0.9319425744180391,0.48923243916711723,2021-04-19
2021-04-20,0.9363208694946874,0.8748918284089505,0.9119019728686086,0.23075089924709,0.9363208694946875,0.5091527751679816,2021-04-20
2021-04-21,0.9415264822775571,0.8819384349116085,0.918698342255199,0.21866412469559648,0.9415264822775572,0.5206088705159999,2021-04-21
2021-04-22,0.9449282180225487,0.8875015453084437,0.9240984313552458,0.2056911356206108,0.9449282180225488,0.5329065519750156,2021-04-22
2021-04-23,0.9476486333035932,0.8924465323278526,0.928574783548089,0.19446078686913068,0.9476486333035935,0.545202206608363,2021-04-23
2021-04-24,0.9496909725038527,0.8985041414266289,0.9333286838101229,0.1785982916167085,0.949690972503853,0.5662581018364508,2021-04-24
2021-04-25,0.9524989861302622,0.9049326245518606,0.9384028318442997,0.16455290849648865,0.9524989861302621,0.5854960233594406,2021-04-25
2021-04-26,0.9563695352421122,0.9104957349486958,0.9423739042188729,0.16120912428600154,0.9563695352421121,0.595272896739786,2021-04-26
2021-04-27,0.9593138129613108,0.9163060946965015,0.948188180437558,0.14395400621094884,0.9593138129613107,0.6105843392500709,2021-04-27
2021-04-28,0.962412198880688,0.9221164544443071,0.9524054877658233,0.13576210725429888,0.9624121988806881,0.6250910151390654,2021-04-28
2021-04-29,0.9649298402141293,0.9279268141921128,0.9562940073813552,0.12662441632719934,0.9649298402141296,0.6422575228077134,2021-04-29
2021-04-30,0.9674539703138942,0.9322536778340959,0.9585656315784229,0.1260658777619732,0.9674539703138941,0.651929378791877,2021-04-30
2021-05-01,0.9685959931867956,0.9365805414760787,0.9621339034218118,0.11237795932349809,0.9685959931867957,0.6680805133307253,2021-05-01
2021-05-02,0.9699326790493958,0.9397947830386947,0.9671283453438108,0.09218865198579079,0.969932679049396,0.6777485177194027,2021-05-02
2021-05-03,0.9719961067402061,0.9432562739522808,0.970969895286095,0.08135300382040378,0.9719961067402062,0.6851856025612726,2021-05-03
2021-05-04,0.9744780598588694,0.9469650142168377,0.9755373401785701,0.06862577171411763,0.9744780598588695,0.691844307490447,2021-05-04
2021-05-05,0.9764571335874768,0.9510446285078503,0.9785220494149428,0.0618488371227072,0.9764571335874769,0.7026803496527219,2021-05-05
2021-05-06,0.9780906805093683,0.9542588700704661,0.980908962809982,0.05666559923740868,0.9780906805093682,0.7108411130646779,2021-05-06
2021-05-07,0.979229458999108,0.9583384843614787,0.982700927010551,0.05227176252429643,0.9792294589991081,0.7255834401306203,2021-05-07
2021-05-08,0.9802043961391842,0.9619235999505501,0.9851646998709045,0.043640479896335245,0.9802043961391843,0.7386373260072796,2021-05-08
2021-05-09,0.9802043961391842,0.9619235999505501,0.9885607495790519,0.02587150634127451,0.9802043961391843,0.7386373260072796,2021-05-09
2021-05-10,0.9830675642793416,0.9679812090493264,0.9911440816076721,0.025134235435176018,0.9830675642793415,0.7548753107247199,2021-05-10
2021-05-11,0.9844545380809475,0.9711954506119421,0.9938626293623084,0.017083832915050008,0.9844545380809478,0.7640862628583163,2021-05-11
2021-05-12,0.9844545380809475,0.9711954506119421,0.9960716273283791,0.005525808205303882,0.9844545380809478,0.7640862628583163,2021-05-12
2021-05-13,0.9859161326952715,0.977623933737174,0.9982863185881768,0.0002606513304388644,0.9859161326952716,0.7886790539888091,2021-05-13
2021-05-14,0.9859161326952715,0.977623933737174,0.9983361349082881,0.0,0.9859161326952716,0.7886790539888091,2021-05-14
2021-05-15,0.9859161326952715,0.977623933737174,0.9983361349082881,0.0,0.9859161326952716,0.7886790539888091,2021-05-15
2021-05-16,0.9881872009084274,0.9845469155643468,0.9983361349082881,0.01000901108885232,0.9881872009084275,0.8117698556197128,2021-05-16
2021-05-17,0.989978100413659,0.9866485350475956,0.9983361349082881,0.018104096694196416,0.9899781004136591,0.8135118920463764,2021-05-17
2021-05-18,0.9918825533295483,0.9889974038818149,0.9983361349082881,0.02670559059867887,0.9918825533295484,0.8159145966678611,2021-05-18
2021-05-19,0.9918825533295483,0.9889974038818149,0.9983361349082881,0.02670559059867887,0.9918825533295484,0.8159145966678611,2021-05-19
2021-05-20,0.9918825533295483,0.9889974038818149,0.9983361349082881,0.02670559059867887,0.9918825533295484,0.8159145966678611,2021-05-20
2021-05-21,0.9918825533295483,0.9889974038818149,0.9983361349082881,0.02670559059867887,0.9918825533295484,0.8159145966678611,2021-05-21
2021-05-22,0.9918825533295483,0.9889974038818149,0.9983361349082881,0.02670559059867887,0.9918825533295484,0.8159145966678611,2021-05-22
2021-05-23,0.9918825533295483,0.9889974038818149,0.9985681366276628,0.025491700116920743,0.9918825533295484,0.8159145966678611,2021-05-23
2021-05-24,1.0,1.0,0.9999999999999999,0.05460273013650683,1.0000000000000002,0.8308694022045797,2021-05-24
